word,count
空污,11
否,4
剛看,8
臉書,28
可戴,7
一整天,17
拿掉,12
省著用,4
換滿,4
腦,36
行號,4
收集,4
健保卡人,4
當天,26
滿額,31
全世界,12
開炮,4
前線,4
首先,12
看來,33
站崗,4
父噓,4
還能,53
版酸,4
可笑,8
低端,4
人口,24
受控,4
原者,4
追蹤,4
台商,16
過的車,4
廂裡,4
市民,12
診所,39
裡,19
解說,12
不知情,12
哪些,8
掌控,4
此事,8
那還,8
全台會,4
感激,12
毛,12
身邊,40
兩字,4
上學,4
同學,16
阿怪,4
準備,26
刻意,8
曲解,20
好意思,12
潛伏期,8
加上,27
檢疫,4
高噓,4
其一,4
有什,4
麼,12
夠台灣,4
流程,28
應聲,4
錯,28
人會,16
上課,4
路途,4
區中,4
情形,8
選戰,4
中發,4
這還,4
教早,4
翻出來,4
愛罩,4
不遮鼻,4
講話,24
要拉下,4
甚麼,20
就還,4
進入,8
十,4
百千萬億,4
中選,4
個數,4
口,47
下課,4
上下班,4
人講,4
都還沒,15
比對,4
衰,8
站,44
點名,4
未必,8
換推好,4
身處,4
避重就輕,4
意,8
思,8
高要,4
傳染病,12
陌生,4
第三,4
製程,10
疑似,4
物體,4
你講,4
選,46
承擔,8
暴利,20
還來,8
居心,12
翻,31
這句,4
問句,4
舉個,4
不可,12
辨識,12
怕死,4
跟風,12
遮住,11
鼻子,34
下巴,40
舉報,4
只問,8
倒底,4
戴而排,4
規定,28
便當,4
店放,4
前面,28
ㄉ,8
厄,4
薩斯,4
多少錢,20
推元用,4
對話,4
相對,4
順序,8
麻,4
煩請,4
對照,8
前後文,4
賣多貴,4
就是指,4
類人,4
乾,8
手,33
超酸,4
得知,16
話講,4
從頭,4
誤會,16
用個,4
睡覺,15
暴露,8
完善,4
共度,4
難關,4
轉好,4
祐,4
兩位,4
內信,7
煙粉,4
公共場所,4
並不需要,8
例如,11
除了,46
機關,8
剩下,12
季節,8
流流,8
餒,4
被當,8
騷擾,4
謎,4
之音,4
換計,4
餐飲業,4
店員,207
數學,16
很爛,7
這一,4
回事,4
白痴,24
怎夠,4
媽的,8
病快,4
關一關,4
在家,23
裡沒,4
天空,19
色,7
幹到,4
翻掉,4
己,12
幾小時,4
搞不清,4
楚,8
金氏,4
世界紀錄,4
要創,4
連續,8
數最多,4
網軍,4
著帶,4
幫主,4
子,4
補血,8
別黨,4
執政,12
弄成,4
看會,4
創紀錄,4
這都,8
揶揄,4
力求,4
亂七八糟,12
官要,4
備,4
位,8
所有,40
包括,15
轟炸,4
事先,4
上推,4
防範,8
拼命,4
洗手,12
衛生,37
那時,4
進去,27
多會生,4
沒來,4
一死,4
除話,4
仔真快,4
推說,19
十天,4
關鍵期,4
偉哉,4
蟑螂,24
群起,4
洗地,4
保,4
証,112
轉彎,4
發票,20
配給,20
刷身,4
分證,4
控制,26
港幣,4
人臉,4
☺,8
産,16
吵個,4
屁,4
人戰,4
砲,4
要不然,13
大拇指,4
按到,4
僵,4
惹,36
別提,4
搶存,4
開大絕,4
雙手,4
一攤,4
樣子,14
嘴巴,16
網軍的,4
下定,4
單子,4
砍,4
網路,55
實質,11
酸宅,4
可惡,7
出一,4
輕鬆,4
病的當,4
藥品,4
開藥,4
單一,10
天一,4
推哈,4
專家,8
新加坡,76
樣請,4
珍惜,8
該死,8
商有,8
看過,26
到來,4
阿姨,8
伯伯,4
要求,36
遏止,4
公德心,8
比片,4
推講,11
台灣酸宅,4
比爛,12
手中,4
南韓,8
機場,8
攔,4
該國,4
居民,4
只生,4
反串,12
做圖,4
真想,4
分杯,4
羹,4
星期日,4
賣有,8
跳針,40
哈囉,12
搶輸,8
退休,8
阿桑,4
搭,19
鄰居,21
抱,17
三盒,14
抱歉,29
推現,4
正,10
大頭,4
推以,12
價制量,4
先限賣,4
丟來,4
源頭,4
雙管齊下,4
以來,11
從來,8
過推,4
或布,4
戴著,21
人超商,4
早期,4
經過,37
買到過,8
有片,8
打算,8
群聚,4
贊成,4
一個月,22
長期抗戰,8
不起,4
最棒,12
壓量,4
編號,8
判刑,4
以後,19
加油,8
改用,4
付錢,4
以價制,4
操作,8
假定,4
聯合,4
出貨,26
壟斷,16
出貨量,4
先扣,4
個個,7
改賣,4
億,4
收稅,4
還爽,4
外國,4
講有,4
請安,4
另,23
管道,4
英國,7
炒,4
股市,4
還賺,4
捏,16
片片,8
用天,4
半,13
怎會,12
財才,4
棒,15
發達,4
貧窮,8
共產,28
物資,16
說真的,12
方便,45
找到,18
暈掉,4
努力,19
五元,8
拿麼厲,4
害,33
網軍推,4
網路上,15
趁機,12
賣不出去,4
還會,28
充公,4
缺德,4
嚴還,4
仔推,8
天個,8
到過,12
錯施,4
只會講,8
論證,4
暫時,8
太多,13
拉上來,4
咖啡,16
沒要,8
買沙,4
仔死,4
全家,80
\,4
凸,4
臨危,4
朝令夕改,4
小孩,15
學,15
開車,11
講個,4
反對,4
簡直,4
太棒,4
叫民眾,4
立院,4
開議,4
兩千個,4
偶數,4
日去,4
難得,8
做事,20
吵翻,4
蝦,8
賣元,28
這酸,4
可悲,40
井蛙,4
整天,36
任何,23
作為,4
搶得,4
當作,12
所謂,4
五毛,24
試圖,4
阿昌,8
推錢,4
生不帶來,4
死不帶去,4
好點,4
唉,19
別連,4
小錢,8
改善,8
我持,4
態度,4
翻天,12
醫護,20
軍警,4
八,4
十分,4
一個點,8
雖說,8
隨著,4
真心,12
夠嗎,4
喜勒哈,4
嘍,4
推對,12
認為,23
朝夕,4
令改,4
預料到,4
強大,4
三倍,8
觀落,4
陰膩,4
知識,10
淺薄,4
阻擋,8
飛沫傳染,4
了還,12
嫌少,4
少用,10
好片,4
轉賣,32
蝦皮,244
不該,16
思考,4
搶貨,8
以價,8
制量,8
天換,4
髒,49
晾乾,7
換但,4
多次,11
濕,28
換摘,4
下來,26
盡量,11
對折,4
放到,16
袋子,24
裡再,4
包包,4
或用,4
噴一,4
噴手,4
教,12
做法,12
孕婦,4
人渣,8
哭哭,23
嘍推,4
護士,8
一人配,4
太過,4
分推,4
推家裡,12
意料之中,4
沒排,4
過分,4
夠才,4
淪落,4
無罩,4
仔害,8
預估,8
人心,8
差不多,48
進廠,4
員工,68
理論,12
仔太多,4
不先去,4
其他人,24
兩,8
舉例,4
亞洲,4
不管怎樣,4
推幹,7
真要,4
觀光客,4
嚴格,4
入境,4
咬著,4
直吵,4
吃飽,4
罵人,8
綠畜,4
對岸,32
收購,36
以盒,4
出價,4
借題發揮,4
巴不得,4
日產量,4
裡有,4
乘法,4
除法,4
算算看,4
超支,4
一日,4
幼兒園,4
耶,70
萬人,4
場所,16
兩千萬,4
祖國,8
安慰,4
台灣拉到,4
一千萬,4
第二,22
人均,4
數就,4
第一,33
多人要,4
建立,8
戰備,8
基礎,4
衝,4
推連,15
產線,20
目標,4
喊,28
少數,12
外交部,4
產,12
濫用,4
扯政,4
欺騙,8
推爬,4
這篇,38
還活,12
笑爛,4
猛,4
游過去,4
海峽,4
加蓋,4
何要,8
將台灣,4
一分,4
二,4
二分法,4
吹牛,4
很少,18
千算,8
萬算,8
沒算到,8
高估,4
素質,12
經濟學,68
課本上,4
早說,4
黑鍋,4
飢餓,4
行銷,8
引起,8
說謊,4
太高明,4
緩兵之計,4
想必,4
經濟,32
學學,4
公民道德,4
教育,4
死當,12
千錯,4
萬錯,4
發生,12
大師,20
道德教育,4
哪本,12
說量,4
夠的,12
刁民,28
基本常識,12
無知,44
元兇,4
自由,28
原來如此,13
結案,4
課本,8
改寫,4
治國,12
高雄,16
作,8
履歷,4
甩,12
可比,4
文革時期,4
全民,4
大煉,4
鋼,4
修正,12
黨證,4
選完,8
有教,8
遇到,16
緊急,12
危難,8
推就將,4
點用,4
對民眾,4
品,7
三令五申,4
訴之,4
道德,4
推都,4
芒果乾,12
不會錯,4
過往,8
扁,8
馬,27
推韓粉,16
當年,8
戴布口,4
王小菲,4
市長,4
和平醫院,4
典範,4
不提,4
台灣確,4
診,4
草包,8
當政,4
先捐,4
給藍腦,4
依據,4
隨便,20
講講,4
一是,4
二是,4
到民眾,4
需求量,16
如此,12
不靠,4
空曠地,4
算了,8
羊群,4
效應,4
戴噓,4
在野,4
行連,4
還推給,4
咧,11
汙衊,4
上癮,4
這年頭,4
同路人,8
事事,4
盡如人意,4
嘻嘻,24
推某,12
板噓,8
推憨,4
粉們,4
反駁,16
打腫,8
臉,47
共,12
透氣,11
上線,8
突然,8
句,4
風氣,4
捫心自問,4
線,39
高中生,8
懂,59
徵收,44
先生,4
我超,4
分身,4
板主,8
好好,20
蓋住,4
貼合,7
鼻樑,10
拉開,7
戴反,4
靠背,8
吃飯,20
不拉到,4
往上拉,4
眼睛,24
拖,4
他媽,8
難道,28
挖洞,4
推下,4
三元,4
客,8
吐出,4
要拉到,4
反覆,4
不滿,4
誰有空,4
那排,4
隊噓,4
爛,4
沒關係,8
第一個,4
推網,16
軍,4
大賣,4
作業,8
十塊,8
中國香港,4
少錢,4
架上,24
推文森,4
七七,4
離職,4
幫忙,4
提高產量,4
還想,7
吃大便,4
黨來,4
用噓,12
不買,11
國產貨,4
外移,8
邀,4
淘寶,23
幫兇,4
愛台灣,4
手護,4
堅定信念,4
打倒,4
唱,4
衰者,4
一口,4
氣買份,4
只買份,4
買份,4
哥點,4
看時,4
期待,8
踩,4
行兇,4
還沒,22
批判者,4
角度,4
理性,8
嫌貴,468
掏,4
寶貨,4
張健,4
領片,4
需戴,4
客戶,16
該不該,4
講幹話,4
見面,4
線上,4
家族,4
病史,4
大伯,4
一邊,20
坑,13
殺,13
百姓,4
這周,4
四,15
安心,29
移民,24
享受,4
快感,4
均分,4
提高,32
過渡期,4
更能,4
全家人,8
代買,8
數,4
幾趟,4
噓撐,4
幾點,12
多大,4
漏洞,8
變到,4
禮拜四,4
下次,12
下個禮,4
拜,4
還漲,4
備著用,4
一爆,4
暴漲,4
好幾倍,4
似的,4
機制,8
以及,8
壓實,4
名,24
路邊,8
擺攤,4
盒還,4
歐巴桑,4
嚇到,4
手手,4
了給,7
月領,4
推怪,4
幹麼,4
囤產,4
確信,4
忘得,4
一乾二淨,4
別吵,4
一下子,4
跳,23
智,4
戰,4
傍晚,40
各超商,16
新聞自由,12
時報,12
路上,30
經濟部,96
今,24
送達,16
各地,12
完整,19
鬼父,4
即時新聞,4
綜合,8
下稱,4
延燒,4
昨,4
統一,60
售價,51
傳出,7
趕緊,31
發文,12
物流配送,4
時間差,4
一批,8
陸續,8
今日,8
專頁,4
歹勢,4
趕路,4
強調,20
年,36
節時,4
衛福部,16
完畢,4
開工,8
自行,7
時要,4
請物,4
流來,4
收貨,4
運送,4
因此,12
今天上午,4
推元,71
超值,11
無關,16
要守,4
秩序,4
瘋狂,16
塊錢,12
折耶,4
國禁,4
比元貴,4
來路不明,28
炫耀,16
數字,4
納稅錢,8
貼補,4
販賣機,12
十元,16
並不一定,4
掏寶跟,4
慢性,4
死亡,4
太少,4
買別,8
殘念,7
推能,8
抵用券,4
電子,8
支付,4
付現,4
屈臣氏,38
一位,8
分裝,163
手套,65
哪邊,59
利害,8
市多貴,4
影,8
秒,19
殺人,4
圍剿,12
恐怖,7
中午,27
另間,4
萊爾,207
富,130
由,4
別派,4
推帶,12
補貨,66
已多,4
打臉,4
急呀,4
推好市,137
貨還,4
推罵,12
小量,4
裝的,4
價錢,134
上前,4
風乾,4
寄生,4
生存,4
太久,8
這段,4
各個,4
有政黑,4
常客,12
說會,4
破壞,8
防水層,4
搜尋,25
事務,4
拿來,25
戰了,8
亂教,4
太棒了,4
提早,8
介入,32
到給,4
新加坡政府,12
每戶,20
四個,28
給推,8
最貴,8
推在,19
賣貴,4
人氣,4
上來,32
充滿,4
澳客,4
國民,4
還嫌,8
推塊,36
很貴,4
製作,8
條件,12
點好,4
算術,4
巷子,4
剛有,4
儲存,4
用光,8
一步,7
拓線,4
急送,4
一戶,12
說錯,16
以為,40
材料,18
四口,4
只給,4
送個,8
選人,4
買個,32
幾塊錢,28
重點,66
性格,4
他付,4
一毛錢,4
翻桌,4
知足,4
送次,4
比是,4
只用,10
表達,4
戶限,4
領個僅,4
少快,4
好人,4
只會顯,4
太貴,30
抽包,8
菸,23
喝杯,4
飲料,17
戴為,4
判斷,12
好壞,4
只塊,4
哈佛,20
腦才,4
勸醒,4
別太,4
謝主榮恩好,4
感噓,4
起跳,16
還羨,4
慕只,4
說塊,8
骨氣,8
商家,4
加個,4
一陣子,4
桶裝水,8
空筒,4
喝一杯,4
各式各樣,4
雪崩,4
式,75
擴散,4
可買,4
體系,4
崩盤,4
早晚,4
狼性,4
要死,4
深感,4
無奈,16
元還,16
供需,16
失控,4
推不只,4
零,8
收歸國有,4
推個,4
比會,4
不知足,4
抵制,4
人端,4
對策,4
酸民不刷個,4
存在,12
感怕,4
廠廠,8
哀鴻遍野,4
兩元,28
貨就,4
三塊,4
鯛民,4
超扯,4
有留,4
一兩週,4
應急,24
剛,52
跟都還,4
某黨,4
人們,4
狂罵,4
操控,12
斂財,4
控而,4
放任,12
不知,51
改口,4
收支,4
小粉,4
累累,4
放假,12
小七還,4
鳳,4
成本價,8
蘋果,4
奸商,4
推剛,19
進貨,60
三箱,4
婦人,4
三間,11
內湖,8
只發,4
推買給,4
還不,16
想酸,4
欣賞,8
你還,8
東拉西扯,4
你家,4
人能,7
後果,4
寧可,10
八塊錢,4
入元,50
不准,4
推弱,4
弱問,4
為何,12
身份證,4
刷卡,4
有心人,16
重覆,8
菜會,4
改吃魚,4
零售商,8
要連,4
內政部,4
疑慮,23
好險,8
選對,8
還讓,8
ㄎ,8
進進出出,4
算了吧,4
飆漲,4
要價,4
國際,16
歐元,4
網拍,28
哄抬,32
外科,135
價位,21
買盒,7
紅茶,4
鐵,4
喝,12
起塊,4
依照,4
比元,8
國難財,4
推來,8
大開眼界,4
別國,4
自殺,8
還扯,4
税,4
零售,68
千萬,8
拿入,8
入,115
大盒,4
前來,4
暑假,4
十分鐘,12
完售,8
一塊,12
兩塊,40
有種,16
忘記,8
醜還,4
關燈,4
消火,4
問了,12
新竹,7
規律,4
按時,4
一兩個,4
搶來,4
囤嘴,4
難買實,4
際,4
大地,4
遊戲,4
家超商,4
那元,4
親友,8
做人情,4
超難,4
先給,4
你好,8
家裡,71
過剩,4
買噓,12
水洗,15
算下來,20
推崇,4
吵成,4
真愛,4
推頂,4
要用,8
五點,4
商都,20
發佈,4
車也,4
剛到,4
熟客,12
出去,20
康士,4
美剛,4
救高雄,4
救,8
肥皂,11
洗分,4
腦了,4
小吃店,4
理由,15
從不,4
曾,4
過推連,4
買不起,40
肥宅省,4
元雞排,4
家超,4
柚子,8
皮,8
人工,12
貴在,11
人力,20
這推文,4
百來,4
自由市場,8
鈔票,8
點都,4
不難,4
財比,4
公仔,4
模型,7
漲幅,12
還大,4
回收,4
超快,4
噓問,4
周圍,12
富都,16
沒貨,46
上岸,4
賣噓,4
依然,8
你別,4
滾開,4
價格合理,4
元嵐,4
差元,16
圖利,8
沒品,4
極限,4
店長,4
熟人,4
拒絕,8
暴增,8
幾倍,4
付,16
配貨,4
策略,4
遠望,4
二份,4
推苓,4
富說,8
嘴臉,8
茶葉蛋,4
幾千塊,4
多會省,4
最省,8
花錢,12
說服,4
它,72
不貴,36
貴老,4
說法,12
貼錢,4
倒賣,4
體恤,4
金,62
阿超商,4
上下,7
歸類,4
身在,4
錯覺,11
單買,4
過入,7
過去,13
剛買,14
分內,4
大宗,4
張飛,4
岳飛,4
兩樣,4
哭喊,4
推超,25
定片,4
上個,4
不買怪,4
再帶,4
還不怪,4
大意,4
輕忽,4
哭,28
非疫期,4
承平,4
寶雅元,4
瓶裝水,4
商人,32
放,20
趁現在,4
還沒漲,4
太多快,4
日韓,4
自助餐,4
禁止,28
照樣,4
推退,4
一百步,4
價才,4
死活,4
鳥,4
幾盒,24
刷刷,4
感好,4
優越感,8
康是,20
美,16
快百人,4
去年初,4
外掛,4
破萬,4
零用金,4
眼紅,4
真可憐,4
斤斤計較,8
那塊,4
稍早,4
推人,8
買片,8
推元還,4
多窮噓,4
腦又想,4
亂罵,4
人露,4
鼻孔,7
抽根,4
搶個,4
很會,8
貨車,8
司機,8
參與,7
其中,4
出不起,4
他長,4
想字,4
兩家,16
分別,4
盒及,4
盒,205
秒殺,8
少跑,4
多趟,4
折騰,4
海關人員,4
攔下,4
偷,4
夾帶,4
閒逛,4
路過,16
七,4
十幾間,4
全都,11
很窮,4
樓下,16
滿滿,4
鬼島,8
保命,4
喝個,4
搖飲,4
雙標,4
周末,4
推元元,4
舒服,41
推作,8
日常,11
如果說,8
推政黑,4
上工,4
加薪,4
秀,4
下限,8
零售價格,4
的問,4
人手不足,4
推超商,24
外銷,12
抬價,4
聰明,8
平,4
常時,8
都給,8
要酸,4
過渡時期,4
二十元,4
工後,4
搶著,8
亂源,4
太晚,4
違反,8
規則,4
呵欠,4
演唱會,8
票,12
門票,4
換口,4
此行,4
可取,8
職國,4
歌功頌德,12
曉得,12
九萬,20
學生,12
都還,8
躲家裡,12
內線交易,4
弊端,4
我領,4
沒領,4
變輕,4
鬆,16
耶才,4
這馬少,4
林,8
益世,4
歪,4
唬爛,4
切,4
雞雞,7
承認,4
順利,8
多留,4
除,4
黃牛票,4
查一查,4
老百姓,8
不肖,8
業者,20
逛,8
兩大,4
半夜,11
乖乖,20
別跟我,4
黃先生,4
命,8
不值,8
阿真,4
別買,20
推要,33
商群,4
組會,4
內會,4
珍貴,4
巷口,4
小說,4
今晚,32
點來,4
推買塊,4
售罄,4
多元,7
比命還,4
走掉,8
衝去,8
完後只,4
三組,4
播放,4
公,7
造謠,48
杯,4
美有,4
剛跑,4
皇讓,4
政績,4
南投,8
問一,4
城鄉,4
倒,15
挺,10
老實,4
很快,23
可進,4
酸民噓,4
民主,8
中華民國,7
俓,4
一致,8
推計畫,4
實驗,4
失敗,4
資本主義,4
三家,8
連跑,8
十家,8
八元,16
趕工,24
過勞,4
至今,8
備有,4
剩組,4
後點,4
問買,4
備用,12
投幣,4
接管,8
吸武,4
漢,4
空氣,71
車子,4
手邊,16
剩個,4
不戴要,4
著用,4
很閒,4
看透,4
效率,16
刪除,4
買賣,8
非得,4
坐人,4
缺錢,4
必須,7
工作,56
趕個,4
吐司,4
第一次,16
哈哈哈哈,17
戴上,8
版有,12
人文,4
買超,12
商,24
一倍,11
長輩,36
莫名其妙,8
沒買過,8
盒裝,128
大部分,11
病人,8
財的,4
缺德鬼,4
想運,4
耶噓,4
上點,4
點半,4
賣光,20
搜刮,8
何不,8
用健,4
睡,13
幸好,16
姊,8
去年,27
唸,11
用不完,8
我妹,7
給個,4
持,7
續用,4
進到,4
保護層,4
教推,4
配給制,4
台幣元,4
徐,8
旭東,8
徐董,4
表現,8
推再,4
配都,4
轉售,4
賣還,4
命連,4
推都會,4
固定,10
五家,4
超商配,4
步道,4
北部,4
配,4
有用嗎,8
用批,4
貨價,4
超商賣,25
生產線,4
一大早,8
買還,4
鳥松,4
這的,4
賣個,15
如過,4
之類,25
貴給,4
盤子,4
推過,4
立意,4
耐,7
付費,4
開發票,4
爆走,4
故意,7
釣魚,4
釣,4
坐,4
一補,4
傢伙,4
品牌,46
買煩,4
不煩,4
給不,4
停課,8
政客,8
既然,8
民,4
口水戰,4
好煩,4
窮鬼,4
酸味,4
整個,23
飄,4
本事,12
證換,4
狠,4
難,28
騙,16
肖,8
會藏貨,4
康跟屈,4
紙條,4
牢牢,4
玻璃,4
勤勞,4
撕掉,4
乞丐,4
屌,4
比價,21
中山,7
喜,4
韓兒,4
搞不懂,8
常識,8
選擇權,4
一副,4
寧願,4
八片,4
偽日牌,20
原文,24
恕,16
刪,16
聯有,16
下圖,12
活性碳,643
一人限買,12
包入,21
風過,4
無痕,4
告示,4
似乎,31
查到,12
四層,48
包裝,182
沒寫,43
幾層,20
衛,44
服部,28
全聯,97
客服,23
塞,8
寫,183
東鑫,4
興業,22
這家,15
有衛,12
頁面,7
圖案,4
全聯賣,4
了解,7
狀況,20
剪開,4
這就,4
活性炭,26
保險,8
混淆,8
檔,7
不住,7
同樣,31
外觀,12
產品,32
我查,4
層,73
檢驗,35
如何,8
標榜,8
通過,19
大都會,4
標示,46
有衛部醫,4
器,56
壹,32
第,20
沒標,12
但官,4
網上,12
推信,4
信官,4
網吧,4
官網,40
衛生署,20
醫,40
查不到,13
板友,26
原買,4
衛部醫,4
型,26
官,8
轉給,4
騙人,13
具備,4
擋,61
盒子,47
沒層,4
推原,7
不斷,8
循環,4
推如,8
詢問,13
問貴,4
聯,4
活性,23
碳,20
堅持,16
假,48
全聯寫,4
嫌疑,16
那款,48
致電,4
問全聯,4
很難,4
網友,4
空檢,4
驗推,4
不通,8
神化,4
難不成,4
沒人接,4
漏,4
那句話,4
告示牌,28
款,38
看出,12
證偽,4
想查,4
材質,63
講得,8
列出,4
字眼,4
只差,4
夾層,4
只標,4
靜電,12
顛倒,4
懶得,8
回覆,26
推查,7
標準,36
介紹,4
標配,4
三層,59
看層,4
那層,8
包,37
商品,67
內含,4
某項,4
懶,15
包含,7
哪幾,4
附上,35
外包裝,18
一欄,4
濾布,4
問版,4
執著,4
那戴個,4
推全聯,8
我會,12
爬文,13
功課,8
指稱,8
爭議,4
原,62
證據,16
連絡,7
衛福部查,4
公眾,8
纏著,4
版友,31
信件,4
有講,4
剩衛福部,4
先上來,4
問噓,4
袋裝,16
會標,8
袋,10
不常買,4
慣例,4
認明,8
許可證,88
怪人,4
你問,4
員,15
投訴,4
等不及,4
回店裡,4
退貨,23
沒去,12
給超,4
商得,4
有防潑,8
水層,4
供參考,4
長庚,4
裡的,8
杏,4
一買,4
給超商,12
塑膠袋,8
裝好,4
嗎連,4
品名,36
製造商,20
等級,58
適用,7
問券,4
調查,4
問的,4
開頭,4
預設立場,4
標籤,4
噓限,4
感到,4
委屈,8
小包裝,20
幾款,17
沒限,4
引導,8
限買個,4
鍍金,4
指示,12
腦補,12
鑽牛角尖,4
浪費時間,16
給全聯,4
訓練,4
問過,8
路人,20
放上去,4
指定,31
印象,15
詢,4
問全,4
聯過,4
全聯買,4
品項,4
跟進,8
或者,11
沒問,4
全聯為,4
單店,16
消費者,17
買菜,4
勸退,4
桑,4
有無,40
顯眼,4
打牆,8
問啊,4
兩件事,4
連在一起,4
一廂情願,8
明確,12
問推笑,4
謹慎,4
類似,17
款式,15
只賣,4
賣場,66
公告,23
ㄜ,4
他款,4
擺在,4
衝突,8
主要,27
元店,7
宣稱,8
不太,20
借問,4
層鎔噴,4
織布,43
醫器,88
標注,4
內容,20
物,11
奇人,4
奇文共賞,4
一件,34
不論,8
大小,16
旁且,4
一半,7
搞混,4
明寫,4
人誤,4
應對,4
這波,8
很小,4
店裡,8
區別,4
說貨,4
候會,4
尿布,4
會用,4
差異,15
工讀生,4
給他,7
全聯好,4
保護,12
幾十塊,4
人用,7
就當,8
寫限,4
聯想,4
批貨,8
顯出,4
對比,4
犯法,4
舉證,4
能防,8
這標章,4
這類,4
才行,7
多賣,4
傻到,4
謠言,8
醒醒,4
基本上,11
外科手術,4
層數,4
我用,11
紙包,4
十層,4
還不自,4
干,8
屁事,12
廚房,4
食品,8
看字噓,4
問號,7
多人,17
就噴,8
口味,26
道,15
常見,4
只信,4
懶人,44
這跟,8
錯版,7
型號,7
的還,4
貨會,4
搶購潮,4
誰知,8
道會,4
放個,4
很差,7
認知,12
人問,7
結論,4
網站,17
只放,4
拍照,4
向,12
客訴,4
錄音,16
設備,4
好在問,4
錄到,4
吉,7
詐欺,4
關,4
來到,11
全聯板,4
幾歲,4
中文,4
膩推要,4
層層,11
當成,8
你當,4
這鬼,4
問版噓,4
抵擋,4
再查,4
將調,24
降至片,24
聯合報,12
戴瑞瑤,12
即時,12
升高,28
爆量,28
下雨,4
調降,24
盧振,4
昇,4
攝影,4
由於,12
定價,20
結束,23
通路商,8
失衡,4
採取,4
調控,4
原則,8
中央,16
宣佈,4
全面,4
部長,4
沈榮津,4
召集,4
日止,4
約,12
後續,8
加大,4
公務,4
藥妝,16
醫材,16
其餘,4
四大,8
超商並,4
限買,4
至片,4
高以,4
物流業,4
為例,4
召回,4
駕駛,4
加班費,12
平日,4
翻倍,8
恢復,11
自月,4
依,20
統籌,8
陪病,4
探病,4
次片,4
快給,4
元片,4
片還,4
看不出,4
致敬,4
完該,4
恢復正常,4
倒數,4
三行,4
推愛買,12
元噓,4
便民,4
公共場合,4
除夕,8
五金,4
五個,4
焦慮,4
原價,65
靠杯,4
慣,8
商屯,4
貨這也,4
剝削,4
抑制,4
物價,20
用元,4
崩,12
多花,4
四元,8
去舉,4
布條,4
賣多,4
喜歡,33
加班加點,4
買貴,13
虧,4
就讓,12
吱吱叫,4
推買元,4
抗議,4
選舉,16
一大堆,8
噓要,4
舉發,8
功能性,8
很堪慮,4
好幾千,4
萬倍,4
才爛,4
萬萬,12
好賺,12
從元,4
點啊噓,4
連結,33
自然,8
推比爛,4
美日港,4
分送,4
科學,4
賣塊,8
賣快,4
自有,20
牌片裝,4
要給,4
多點,4
跟量,4
販比,8
中衛,496
能用,4
從沒,4
大於,4
供給,4
價並,4
鄉下,4
陸,4
傑出,4
一手,8
急用,4
地板,4
天花板,4
以免,4
推姆,4
咪,16
入手,31
單純,18
拿走,4
降,16
不智,8
高見,4
有助於,4
降低,12
意願,4
今年,15
物料,36
積極,4
產商,4
穩定物價,8
住宿,4
夜市,4
預算,4
大年三十,4
裝元,12
接受,28
無貨,4
只出,4
觀光區,4
旅客,4
掃完,4
想換,4
徵召,4
院,7
用量,28
不讓,4
多賺,8
收,10
仔連,4
石化,8
味,15
重,8
講不出,4
所以然,4
罵罵,4
號廠,4
廠,11
買給,8
隨機應變,4
共塊,4
動腦,4
推蝦,4
星巴克,4
沒錢買,4
並且,4
啾,8
還不推,4
詐騙,8
集團,4
淨,58
藍,14
鷹,4
匠心,139
康匠,48
推貴,8
元能,4
滯台,4
基本,30
原理,7
嚇壞,4
後來,11
南,8
永康,4
未免,4
哪家,8
在裝,4
推賣,8
陸輸,4
品質,51
看著辦,4
狂魔,4
大板,4
這副,4
德性,7
大選,4
對象,4
選輸,4
十年,4
加點,4
投共,4
適合,15
這也能,8
電鍋,4
蒸,4
毫不,4
幾隻,4
不差,4
沒想過,4
工人,4
錢膩,4
商代,4
收都,4
手續費,4
含淚,4
吞下去,4
上周,4
富買,29
噓媽,4
湖北,12
廚罵,4
機器,8
加工,4
全速,4
運轉,4
價格比,12
促銷,19
元不貴,4
關心,8
操弄,4
民粹,12
參觀,4
夏天,13
買次,4
張,4
買一送一,45
推蘇,8
強推,4
政黨,4
掛台灣,4
推請,8
定義,12
何謂,12
一點點,18
艱困,4
時刻,12
千呼萬喚,4
人塊,4
給與,4
國產,4
菜市場,12
兩塊錢,8
看清楚,8
點還,4
幾毛錢,4
窮成,4
差一,4
調高,4
調回,4
叫做,4
四盒,48
細項,4
精良,4
大國,4
輸出,4
國近,4
比例,8
中間,16
那層過,4
濾膜,4
層會,4
優良,8
迅速,8
出能,4
平抑,12
花元,4
正反面,4
優惠,48
要強,4
迫,4
留意,11
嫌元貴,8
稱不上,4
有買過,15
提到,7
有台,4
籌貨,4
手機,7
別用,4
奢侈品,4
託,4
福,4
雞,4
腸肚,4
眼,4
難看,16
哈哈,39
手搖,4
飲,4
購入,11
看家,4
裡也,4
電商,8
特價,244
常陪,4
變元,4
三入,16
幾元,12
掃貨好,4
最低價,28
比幹麻,4
高級,16
到哪去,12
何時,35
各國,8
公衛,4
莫衷一是,4
說元片,4
搞清,4
膜,4
同品,4
質同,4
比台灣,4
多塊,4
美買片,4
具體,4
菜價,4
懂不懂,4
時價,4
視同,8
作戰,8
戰爭,4
戰略物資,4
超商問,4
範圍,8
居安思危,4
賣外,4
用過,23
臉會,10
癢,8
