word,count
文裡面,4
沒出,10
社會,8
還賣,4
掃去,4
千萬別,7
七月份,4
五片,16
平均,92
元多噓,4
多貴,4
出差,4
長,19
碗公,4
呼吸,49
統配,4
只會漲,4
帶閥,4
推五入,4
元月,4
剛查,4
推小七,4
賣入,4
自願,4
弱智,4
拆掉,4
強迫,8
零售價,4
目的,10
牛皮,4
吹破,4
講到,4
選擇性,4
失憶,4
拿量,4
囤太多貨,4
瞬間,8
有差,11
那點,4
有夠,15
人腦,4
補缺,4
不用浪費,4
吠,4
貨況,4
平民,4
單片,24
元來,4
價噓,4
算好,4
舔,4
大批,4
捐贈,4
貴死,4
寶寶,4
還以,12
垃歌,4
零裝,4
捐一捐,4
拆出來,4
訝異,4
大便,8
腦子,20
洞,11
捐為,4
貨到,4
先暗,4
或福袋,4
文字,4
書,8
唸一唸,4
撒,4
綠區,16
滑,7
打工,4
肥宅,4
整篇,8
識字率,4
膝蓋,4
走路,7
跳到,4
外,8
太空,4
小學生,8
吵架,4
你強,4
用字,4
遣詞,4
強國,4
顯貴,4
別忘了,4
網購,28
貨只,4
萬票,8
很氣,4
腦又在,4
裝,37
泯滅,4
好氣,4
在意,4
不在意,10
價差,11
登記,15
黏,4
這貴,4
事能,4
這扯,4
判斷力,4
企圖,4
業配,4
有證,4
專版,4
崩完,4
換來,8
三萬,4
獻金,4
民進,4
抗,7
中保,4
台的啦領,4
起床,14
開店,8
造福,20
同胞,4
發到,4
賣好,7
鑽,4
搞爛,4
收入,8
丟,7
還不貴,4
裝塞,4
頭痛,4
兒童用,4
一杯,4
文具店,4
做生意,12
機八,4
礙眼,4
推用,18
幾百塊,4
招,8
領錢,8
功德,20
役情,4
壓,8
天花,4
花不起,4
陣子,27
情,4
糗,4
介於,4
用點,12
眛,8
貴窮,4
罪,4
思想,4
腰,4
蛆,8
賺當,4
慈善事業,4
春節,12
額外,15
費用,7
齁,4
一塊錢,4
計算,8
新年,4
公共政策,8
去甲,4
講啊,4
吸收,4
稅金,12
在講,4
廢話,4
全給,4
賠錢,4
搞錯,4
費,12
吃屎,8
哈哈哈,34
念點,4
一味,4
根據,4
價目表,4
賠,4
因,23
事關重大,4
拉鋸,4
壓低,20
藉機,4
搶劫,4
強姦,4
政權,4
解,4
釋,4
無腦,8
也許,8
人怕,4
查證,4
補貼,44
納稅人,12
一群,11
看不出來,4
壓價,8
當台灣,4
岸,4
推去,8
置底,4
文向,4
人身攻擊,4
房子,12
壓多低,4
補助,16
講清楚,4
屎,4
算不清,4
沒屎,4
算算,4
幼稚園,4
印,12
個元,10
動用,7
預備金,4
況且,8
繳稅,8
推算,7
說不清,4
供不應求,4
又逢過,4
年休假,4
爭,4
戴現,4
理直氣壯,4
免戴,4
委託,4
片元,27
裝屎,4
求,8
神經病,4
解法,4
他媽的,8
瑜,8
芭樂,4
捨不得,12
寂寞,4
陪,4
聊,4
寶雅買,4
公權力,4
強制,8
很蠢,4
推鬼,4
這刷,4
感推,4
醫材廠,4
寶雅片,4
發個,8
還只,4
出手,4
人掃,4
貨幹,4
發條,8
超緊,7
顧慮到,4
禁,4
閒著,4
沒事幹,4
偶爾,7
用不貴,4
衝衝,4
緊,7
黨軍,4
三百,4
要護,4
點經,4
起靠驗,4
更何況,8
票別,4
公交,4
好看,16
忘,8
歉,4
屯太多,4
不屑,4
恭喜,4
講屯,4
保存,8
期限,8
夠兇,4
左右,37
市場經濟,4
反台,8
反到,4
專制,4
都講,4
亂搞,4
亂成一團,4
發啥,4
回查,4
出面,4
急,4
耐心,4
等量,4
產有,4
還給,4
國民黨,4
在商言商,4
自進,4
商業,4
合作,4
特,11
定點,8
集結,4
不但,4
不省,4
時還,4
不利,4
元收,4
推求,4
奇觀,4
應變能力,4
釣出,4
拒買,4
價你,4
西台灣,4
腦又,4
臉皮厚,4
智商,12
過早,4
言論,4
世界奇觀,4
不說,4
有平,4
均,4
沒貴,4
了點,4
美元,4
人民幣,12
推西台,4
運費,26
要錢,12
說元,4
而訂,4
五入裝,4
薪水,4
真多,4
出售,4
投放,4
超商塊,4
價,20
過超,8
全額,4
這波作,4
慶幸,4
跪,4
走宗痛,4
推前,14
奇葩,8
商塊,4
沒元,4
比包,4
人還,8
狂,17
統計,4
小煙,8
管控,7
給我大,4
韓導來,4
驚人之舉,4
一根,4
香蕉,8
圖個,4
昨天早上,4
六點,4
推銷,7
高雄版,4
常看到,8
蛞蝓,4
遠遠,4
撿,4
稍晚,4
搬出,4
今早,4
櫃抬上,4
柯韓,8
糞,4
推調,4
月初,4
片裝,4
朝聖,4
失禁,8
效仿,4
夫妻,4
可控,4
團,20
購價,18
買單,4
候,8
亂花,4
買元,4
偷偷,4
菲律賓,8
搶成,4
物以,4
稀為,4
違背,4
副作用,4
醫字,4
我片,4
還行,19
要訂,7
便利,8
單價,17
那片,4
北七酸民,4
當地,4
萬戶,4
家庭,4
僅限,4
早餐,4
櫃台,8
滿滿的,4
沒講,4
別急,4
高潮,4
訂價,8
痕跡,4
德國,4
買斷,4
中國政府,4
跟生,4
收歸,4
推一覺,4
醒來,4
腦還,4
沒崩,4
出沒,4
過程,28
個別,8
超商要,4
非要,4
對面,4
香味,4
先幫,4
藉口,4
本,8
營運,4
績,4
效差,4
別家,8
然,4
拉高,4
營收,4
我連,8
發三小,4
光光,8
省到,8
低於,10
怎不去,4
給點,8
小心,18
沒投,4
戴片,4
會花,4
仔才,4
商販,4
售讓,4
較易,4
購得,4
元賣,4
給急,4
事實上,4
一窩蜂,4
沒帶,17
鼻,11
三小,4
吃素,4
網購團,4
整條,4
供應鏈,4
補,12
下三濫,8
廢墟,8
下架,8
鬧,4
無視,4
黑單,4
清清爽爽,4
狂帶,4
打字,4
不停,7
推做,4
危急,4
藍綠,7
人生,4
乳,4
哪講,4
打的好,4
大大的,4
民族英雄,4
準時,4
推投,4
韓才,4
滿高,4
也好,12
門檻,10
腦好,8
單入,8
單條,4
產地,7
批發價,4
限價,4
噓元,4
交給,4
還夠,4
撐個,8
再補,4
週圍,4
緊急狀況,4
同事,12
團購,32
領悟,4
抽屜,4
寶物,4
親人,8
堪慮,8
不在,4
到連,4
單日,4
意義,15
超商的點,4
吧連,4
搞不清楚,7
四處,4
普及,4
大排長龍,4
韓導,4
崩成,4
兒,4
醫療界,4
親友團,4
心想,8
問哪裡,4
有元,8
用片,4
降元,4
牌,29
早日,4
頂,22
著大,4
太陽,4
拿出,4
哀哀,4
設定,7
上限,4
之際,4
內噓,4
算上,4
恐怕,4
推別,4
連元,4
心裡,4
貧乏,4
推老愛扯,4
常,13
心存,4
想過,4
人來,4
潮,4
降到,8
搶的過,4
多年,4
房價,8
土地,4
抑止,4
我缺,4
那元元,4
差膩,4
買貨,4
不來,4
催,4
訂單,15
交期,4
美金,20
現鈔,8
上週,10
下單,16
取消,16
週要,4
塊塊,4
韓圜,4
貶值,4
魅力,4
惜福,4
飛漲,4
內需,4
公佈,4
港元,4
不敢想像,4
連粉,4
猴子,8
沒腦,4
器材,44
白共粉,4
一家親,4
賣元算,4
更貴,8
醫師,8
且還,4
疫期,4
好了沒,4
銷,4
假使,4
減免,4
稅收,4
獎勵,4
過噓,7
快光,4
不漲,4
反降,4
心理戰,4
推買過,11
財團,4
瀆職,4
推比,4
處置,4
加開,4
紅媒,4
不恥,4
去康,4
美買,4
片耶,4
吃緊,4
價揚,4
巴望,4
蓄意,4
明快,4
貴是,4
無恥,4
號貨,4
到位,4
眼裡,4
還更,4
好顯,4
マ,4
ス,4
ク,4
１,4
箱,7
４,4
万円超,4
え,4
ネ,4
ッ,4
ト,4
通販,4
で,4
高騰,4
搬走,4
箱入,4
還管,4
便,4
歐台幣,4
戶,8
免費發,4
粉會,4
愛嫌,4
愛搶,4
被告,4
散布,8
實,4
消息,14
差噓,4
愛買貴,4
還在講,4
時空,4
旅人,4
頂多,4
沒念,4
過書,4
推文還,4
差點,4
死掉,4
支那人,4
保噓,4
愛買,76
消息來源,12
全臺,16
門店,16
限量供應,12
各店,16
為主,12
詳洽,4
密度,4
難買,4
推跑家,4
收掉,4
遠,4
賣片,4
也夠,8
學校,4
寒輔,4
屈康,4
美加,4
八間,4
屯好,4
順路,4
搞定,4
比超,4
商貴,4
佩服,8
頭腦,4
夠會,4
過嗎,4
裝有,8
乾淨,8
污,4
染,4
污染,20
空污還,4
毒,4
五塊,4
酷斃,4
隔壁,4
健身,4
環還,4
購,31
欠,4
落實,4
尤其,4
大夜班,4
執行者,4
生且,4
開放式,4
前台,4
安,4
平安,4
渡過,4
這一波,8
員外,4
遠傳,7
至於,7
安全,7
表面,15
等等,16
致,4
少有,4
整盒,32
打開,28
新鮮,12
危言聳聽,4
減半,4
供應,4
商店,16
手工,4
趁熱,4
愛愛買,4
完手,4
美女,4
公文,8
散賣,12
推小,10
沒封,4
囤到,4
完蛋,4
下方,8
兩點,4
樹大有,4
枯枝,4
遇,4
母公司,4
申訴,4
心存僥倖,4
百人,4
還說氣,4
戴奧辛,4
挨,4
黑名單,4
滅菌,68
買買,8
急著,4
我媽,8
扔,7
泛黃,4
爸媽,4
一翻,4
德,7
雙重,4
愛亂,4
人造,4
公共,12
用詞,4
微妙,4
對獎,4
開封,11
會觸,4
碰,4
裝也,4
來來去去,4
變數,4
跟家裡,4
多太多,4
雙重標準,4
超商分,4
照著,4
噓家裡,4
人流,4
能比,4
沒洗,4
給我,8
散播,4
推愛,4
過元,4
另有,4
密封,29
大袋,4
小袋,4
幾秒,4
錯誤觀念,4
會照,4
結帳,29
場合,4
先裝,4
現買,4
現包,4
一秒,8
東摸西,4
摸,8
的頭,4
粗糙,4
躲,4
疑義,4
超商元,4
大多,8
原廠,16
無菌,8
手術房,8
離家,4
太遠,4
七點,4
景美,8
政令,8
貪污,8
顧,7
性命,8
客家人,4
差别,4
多出,4
超市,42
推市售,4
孔徑,4
內側,4
全開,4
幾樓,4
正妹,4
摸過,4
親手,4
阿斯,4
進超,4
商買,4
建設性,4
買好,33
衝殺,4
不照,4
桶,4
一桶,4
潑糞,4
裝死,4
跟給,4
避開,4
硬幣,4
板橋,4
蠻正,4
推爽,4
人教,4
例因,4
動,13
爆還,4
不快,4
還等,4
秀朗,4
國小,4
週邊,4
拼一,4
波,7
推怕,4
時會,4
錢菌,4
某家,4
特地,4
用長,4
夾夾進,4
夾,4
鏈帶,4
覺得很有,4
累,4
夾子,8
達爾文,4
門掃貨,4
瞜,4
沒貨進,4
先放張,12
福利部,12
部署,48
號衛,24
醫器號,12
大廠,11
從中,4
輸,8
然而,7
片賣,8
來看,4
看實,4
評價,8
染色,8
不均,8
搭配,66
抽查,4
其,4
染料,4
致癌,20
王八蛋,4
再次,4
請勿,10
陸貨,8
填寫,4
檢,4
藍芽,4
耳機,4
掃地,4
機上,4
規格,8
寫防,4
那到,4
底能,4
混亂,4
信賴,4
可靠,4
天擇,12
號都,4
想用,4
怕怕,4
版何關,4
好多錢,4
｝,4
沒醫器,8
某山,4
推已,15
怪味,4
臭臭,4
告知,14
合格證,8
號是,4
經由,4
實驗室,7
測試,19
合乎,4
送驗,4
關乎,4
咱,4
版眾,4
奇摩,49
商城,18
刪掉,4
中国,4
不及格,4
致癌物質,4
不明,4
專利,4
釋香,4
立體,28
精油,4
殺菌,4
選家,4
唸作,4
讀作,4
省省,4
省掉,12
天呀,4
外盒,19
字體,12
巧用,4
丟棄,4
印個,4
紙盒,4
面,4
山寨,4
點但,4
被刪,4
文推,7
連命,4
證號,64
仰賴,4
推因,11
好久,17
防堵,4
別牌,7
越南,4
爛貨,4
便宜貨,4
家樂福,91
總之,7
最準,12
仿,4
吸,8
異味,15
人敢,4
請洽,4
版上,13
疾管署,8
以偏概全,4
核可,4
賣家,23
把關,12
看運氣,4
沒請,4
那問,4
愛戴,4
黑心,12
色素,4
推用過,4
很薄,8
二級,24
一級,12
審查,4
藍鷹,24
病菌,20
傻傻,4
還沾,4
沾,4
自喜,4
外型,4
沒醫,4
合購,20
版買,4
過合,4
抗菌,8
當時,16
時算,4
灰,4
塵,4
汙,8
心得,4
勿戰,4
大包,12
批號,12
推衛,4
署醫,8
第號,4
效能,11
細菌,24
壓差,4
阻抗,4
以下,7
合成,4
穿透性,4
最小,4
通,4
壓力,4
微米,4
粒子,4
微粒,4
μ,4
可燃性,4
阻,8
燃性,4
著火,8
阻燃性,4
水性,4
中資,4
做起,4
看來看去,4
大要,4
水,12
稍微,14
阻隔,7
傻,4
認清,4
有衛署,8
大所言,4
我弟,4
老婆,4
帶上,8
我立,4
刻,8
摘掉,4
超臭,4
一分鐘,7
拿下,7
順易利,4
味道,12
差別,17
超大,4
噴是,4
支援,4
本版,4
王,12
精算,4
篩檢,4
大戶,4
貢獻,4
推大噓,4
再加,12
偽,4
關聯,4
久還,4
歸功於,4
社群,4
掉,17
五層,8
一款,32
前弄家裡,4
壁癌,4
灰塵,8
經驗,4
高調,7
貨啊乾,4
推換個,4
館長,4
播,4
影片,8
還敢,4
院用,8
那圖,4
從頭到尾,4
用單,4
買彩盒,8
裝不,4
知名,17
同時,4
彩盒,4
選項,4
無價,8
暗指,4
摩戴舒,4
厚,21
能否,4
藍牌,4
清新,4
只秀,4
推平,4
片元算,4
來源不明,4
無所謂,4
否決,4
日文,4
湖北省,4
仙桃市,4
開噴,4
多低,4
仙桃,4
劣質,8
出玩色,4
藍色,43
菜,4
有時候,8
裸裝,4
來裝,4
發貨,4
海外,4
衛部,4
分不清,4
指責,4
沒衛署,4
號稱,8
冒險,7
沒印,4
用要,4
穩,7
印會,4
罰錢,4
台貨,4
證,4
過期,7
西藥,4
化妝品,4
網,4
大才剛,4
查完,4
確,4
實是,4
核,20
噴噓關,4
噗,4
智力測驗,4
原說,4
怒,4
丟的,4
背面,4
老師,4
顯要,4
藥商,4
證向,4
列表,12
拍賣,21
廠牌,11
詳細,12
輸入品,4
商幫縮,4
各網購,4
平台,19
最強,4
例外,4
推買錯,4
有入,7
百元,4
加元,8
富買元片,4
前一陣子,4
趁,7
及免,4
幸運,4
現貨,4
亂漲,4
熊卡,4
室內,4
交通工具,8
資料庫,4
許,4
功效,4
細核,4
只認,8
元入,39
那一,4
外部,4
求專,4
解答,4
別傳,4
獨立,24
平面,46
去逛,8
風平浪靜,4
跟板,4
好貴,4
最高,8
病房,4
手還,4
戴未,4
菌,4
真像,4
大亂,4
戴淨,4
對流,66
抗霧,4
霾,22
洗,38
滅,4
拋棄,53
實體店,4
家有,4
用布,4
美德,4
難久,4
調劑,4
化療藥,4
想帶,4
喘,8
呼吸閥,11
戴得,4
住,25
推跑,4
好幾間,4
顯著,4
立體式,4
與否,4
盒入,34
血氧會,4
下降,8
證實,8
不透氣,4
醫藥箱,4
白,4
康,4
匠,4
用級,4
寶,4
雅,4
部份,4
超貴,4
內口,4
罩入,4
有出,11
多一層,4
害怕,4
買層,4
含,12
髒污,4
或潮,4
來民眾,4
用血,4
氧會,4
賽跑,4
天賦,12
異稟,12
護理,11
肺,8
無感,8
貨但,4
沒聽過,4
衛署,8
推戴,11
呼不上氣,4
功德無量,4
而是,13
忍受,4
不適,4
配戴,8
臭味,7
實惠,13
防病毒,4
富看,4
供供,4
亂噴,4
算一算,4
片和片,4
推文內,4
還送,4
折價券,26
血氧,4
環,4
境,4
降血氧,4
選難,4
戴血,4
氧,4
擴張,4
程度,8
頭昏,4
不得已,4
高階,4
華新,16
布罩,8
輪著用,4
包裝盒,4
準推,4
買昭惠,4
衛署醫,24
森之林,13
原生,4
感染者,4
一旦,4
歷代,4
誌,16
大條,4
推改,4
亂漲價,12
開罰,4
沒人用,4
推問,4
屬於,4
第三家,4
推康,4
整箱,4
彩色,13
戴進,4
隔離室,4
查房,4
嫌爛,4
推康匠,4
區隔,4
認外,4
何在,4
印醫,4
報告,7
同級,8
清洗,19
殘留,7
徹底,4
帶回家,4
刪了,11
你給,4
簡易,4
輸入,12
輸對,4
推衛福部,4
能查,4
富大,4
透過,8
黏膜,8
搭車,4
海邊,7
轉運站,8
櫃檯,4
旁,4
推車,8
空,8
證號碼,4
無效,4
一竿子打,12
額,4
外去,4
富跑,4
性碳,7
生機,4
詳細資料,4
用選,4
張圖,8
市,17
斷,138
以外,10
推寶雅,8
護目鏡,12
揉,4
太陽眼鏡,8
勤洗手,4
柔,4
造型,4
雷鵬,4
大面積,4
平光眼鏡,4
整理,4
昭惠盒,4
親戚,4
百片裝,4
萬華區,4
註銷,4
保障,4
翻一船,4
可信,4
分辨,8
鬧劇,4
外噴,4
防水劑,4
頂用,4
推布,8
縫隙,4
太大,4
從事,4
面對,4
十個,11
近距,4
噴口,8
牙醫,4
師,8
牙助,4
貼臉,4
推剛問,4
真假,4
屏東,4
富是,8
推打,7
沒貨且,4
再有,7
五十,4
賣得,7
入有,12
會員,28
材,16
擋不住,8
即可,29
二樓,12
第二件,8
推啥,4
棉布,4
差給,4
『,8
』,8
管理,4
防毒面具,10
相同,4
無需,4
區分,4
血濺,4
粉塵,19
合適,4
飽,4
吸入,7
不等,4
騎,18
完車,4
擦,4
東興,4
加在一起,4
這間,7
撤照,8
股份,22
有限公司,22
外包,4
購物滿,4
購元,4
封,4
城,8
戴濾毒,4
罐供,4
口水,8
包推,4
黑色,23
敢寫,8
浪,4
費錢,4
服貼,10
性,13
設計,7
有呼,4
氣閥,4
防去,4
客狂,4
掃,4
兩組,7
囤太多,4
拉繩,4
脆化,4
正夯,4
好用,53
擋風,4
科,4
戴了還,4
傷身,4
市售,13
灰黑色,4
結構,4
濾,4
內面,4
吸水,4
柔軟,4
有醫,4
我買過,4
那句,4
君子,4
上次,24
效推,4
好車,4
請教,7
號呀,4
台灣版,4
最下,4
研發,4
人品,12
打個,10
推外,4
左上角,4
製造廠,10
製藥,4
寫出,4
外出,11
機車,23
盒給,4
每款,4
醫屬,4
哪間,4
怎出款,4
不全,4
印有,4
署,4
推蛤,4
以為布,4
形狀,4
推藍鷹,13
兩種,10
大掃除,4
各買,13
二盒,4
選濾,4
達,4
錯字,4
瞎,7
種類,4
忽略,4
複合型,4
混合型,4
圖是,8
做給,4
我爸,7
迷信,8
圖去,4
種別,4
指望,4
複合式,4
包圖,4
假消息,4
圈,8
其次,4
女版,4
至底,4
那篇,4
指證,4
中原,4
補充,8
八小時,8
別省,4
著戴,4
才換,4
雷貨,4
市面,7
多數,4
推未,8
滋生,4
粉,4
年輕人,4
我位,4
群,4
各傳次,4
圈子,4
通風,4
放心,10
隨意,4
轉傳,4
老半天,4
推超難,4
三包,4
是給,4
導購,14
玉山,4
熊,4
信用卡,4
超贈點,4
滿元折,4
折扣,63
滿免,4
運,22
粉色,4
推理性,4
來台,4
中玩時,4
呦,4
手術室,4
全身上下,4
裡外,4
細噓樓,4
女,4
要告,4
底下,4
見識,4
樓有,4
沒事兒,4
給的祥,4
下面,4
文說,8
指布,8
推認,4
按照,4
擋住,10
連醫材,4
有給,8
還差,4
推紙,4
說布,4
穿插,4
認,4
療用,4
花粉,4
木工,4
戴因,4
吸進去,4
濾呼,4
抗霾,26
推太,4
哈官,4
網有,4
布織,4
系列,13
皆,7
太好了,4
外側,4
再用,10
跟醫,4
療,4
推薦,54
眼鏡,4
起霧,15
推淨,4
用加購,4
墊,4
哈推,4
没,4
問路,4
九個,7
講完,4
白色,7
標張,4
造假,8
錢朝,4
廠商會,4
推連標,4
更慘,4
必備,4
字要,4
卻說,4
清潔,4
糊塗,4
樂品,4
換廠,4
商了,4
出品,4
推只,10
顆粒,4
消除,4
吸好,4
吸滿,4
悶死,4
擅自,4
超氣,4
篇,7
下載,36
即日起,24
首次,12
用戶,15
完成,15
註冊,12
登入,12
參加,12
大哥大,12
防霾,13
完為,4
止剛,4
要辦,4
很久,8
兩入,4
剛去換,4
雙開,4
二個,4
領了,4
檢測器,4
單機,4
元貴,4
片盒,30
炫霓,12
紫盒,12
入片,12
咖啡因,16
洗髮露,16
入組,24
不愛了,4
愛看,4
來個,7
無縫,4
接軌,4
星期五,4
紫色,7
太騷,4
一瓶,4
ㄘ,4
太薄,7
海鮮,4
購物,86
不怎麼,4
耳朵,30
滿緊,4
這線,4
看還,4
貴用過,4
淺藍色,4
斷過,10
推線,11
戴起來,14
日用品,28
紙巾,12
雙,23
舒潔,24
棉絨,16
舒膚,16
抽取,12
抽,15
包串,12
每包,16
藍盒,12
片入,12
元雙,4
梁兄哥,4
嬌生,4
純水,4
柔濕巾,4
家用,8
展,12
當日,4
滿送幣,4
傳送門,8
如下,7
點數,16
一卡通,4
帳戶,4
付款,4
抽個,4
紅包,4
非洲,10
抽到,4
買滿,4
家具,4
真省,4
唄,4
組搶,4
各憑,4
實力,4
正是,4
划算,19
太差,15
下手,22
棉柔,4
舒適,10
比過,4
檔期,4
買省,7
從今,4
七月,4
楓康,20
當期,12
沒用過,15
此牌,12
囤去,12
湊免,15
據點,4
新竹縣,4
高鐵,4
算貴,4
買網,4
噴頭,4
主打,4
殺到,4
見,4
一分錢,7
一分貨,7
一百,7
推醫材行,4
輸碼,12
完券,12
折,96
免運,48
賣貴粉,4
斷買,4
後悔,7
八點,4
台中人,4
谷關,4
甘甘,4
說好,10
市多,27
易斷,20
試過,4
用力,13
拉扯,4
當下,4
就斷,15
沒戴到,4
相比之下,4
常換線,4
會斷,13
大風大浪,4
換過,7
該換,7
換因,4
力推,4
碰過,4
自動,4
換新,4
沒斷過,61
說易斷,4
遇過,8
大餅,4
良率,4
淨新,4
斷鋼,4
絲跑,4
多片,4
沒斷,8
過是,4
大力,7
線易,4
脫落,7
絕大多數,4
耐用,28
超慢,4
換沒斷過,4
時常,4
根,4
本是,4
品管,4
最多,4
瑕疵品,4
吧價,4
格,4
想拉到,4
喝口水,4
般的,4
斷線,59
推沒斷過,4
過我媽,4
點啊,4
半年前,4
好容易,8
十幾,4
疑問,4
買大創,4
大創,26
想給,4
無良,4
血汗錢,4
蠻常,4
斷掉,29
惋惜,4
手法,4
一用,7
全新,7
很悶,7
價買,4
當兵,4
戴好市,4
操課,4
碼,32
領碼,12
折買,12
湊,42
半價,12
還行給,12
岸蹄姬,4
自從,4
讀書,4
畢業,4
養成,4
推坑,4
密合,7
很久沒,12
滿才,12
紫,4
糯米,4
常態,16
山豬,4
戴防,7
市區,4
車煙,4
重想,4
換有,4
薄,46
還多濾,4
煙要,4
鳥嘴,4
康乃馨,7
摺,4
變片,4
問有,4
屯且,4
不易,7
推豬,4
嚼,4
勁,4
帶淨,4
常常,10
黏住,4
購物中心,30
盒個,28
滿多,4
幾不常,4
兩倍,4
但號,4
買用,4
看錯,4
綁繩,4
封邊,4
退,4
烙鐵,12
基板,12
哪種,15
除臭,24
元個,18
可惜,33
阿華,3
先補,3
效用,3
心酸,6
抽風,3
幻覺,3
很容,3
易,6
這哪買,3
單,12
幾十個,3
貴到,3
洗劑,3
去味,3
推命,3
太小,9
五盒,3
包住,3
推身,3
聞,9
幫補,3
幫扣,3
濾毒,6
罐,6
面罩,9
點錢,3
環保,6
個性,3
凡是,3
失效,15
當包材,3
追求,3
單個,6
辛酸,3
沒幹,3
用藥,6
固體,3
毒氣,3
觀念,3
固態,3
汙染,12
氣態,3
豬,3
氣密性,6
吸附,6
面積,3
太低,6
坦白講,3
選色,9
今天下午,9
六盒,9
這點,9
醬油,3
豚,3
骨,3
中華電信,6
推凱擎,3
講同,3
母湯,12
路線,3
推官,3
網找,3
頁,3
右上角,3
剁,3
五折,3
機房,3
工程部,3
快轉,3
破洞,3
雨,3
晴牌,3
一向,3
化笑,3
美丁美,3
噹,3
感恩,6
謂,3
電視,3
聽說,12
粗魯,3
錯過,9
這牌還,3
款有,3
快點,6
貨好,3
講沒牌,3
有毒,3
開賣,3
我剛,3
還可,3
碼說,3
版回,3
不太貼,3
硬硬,3
單盒,3
壓印,3
質,6
萊潔,9
寶雅,12
丁丁,9
夯,9
爆出,9
愛你,3
二十五款,3
唯二有,3
布料,3
成分,3
細,6
貪便宜,3
一次性,3
↖,3
點這裡,3
丫,3
吥,3
人會用,3
全省,15
司講,3
帶路,3
過推用,3
這詞,3
慎選,3
推萊潔,3
講省,6
吉娃娃,3
要來,3
省長,3
政黑版,3
唯二有過,3
這不對,3
消保,3
處查,3
佐證,3
有過,3
國家標準,3
比如說,3
沒打,3
並非,3
法抗,3
推省,3
用省,3
台灣省,3
唯二不太,3
佩,3
抽檢,3
元算,3
貴買,3
好玩,3
元要,3
取捨,3
齊全,12
酸性,3
物質,3
爬過,3
代工,3
土生土長,3
產業,3
新北市,3
悲憤,3
怒噓,3
一台,3
清淨機,6
▼,18
強檔,9
‧,9
瘋殺,9
特賣,9
限時,9
↘,18
時尚,9
市多還,3
ㄧ,3
盒片,6
耳掛,6
卻標,3
還沒斷,3
斷耳超,3
坑人,3
特惠,3
折抵,9
有發,9
聖誕老人,15
換你,9
當元,9
分眾,9
盒元,27
金跳過,3
跳過,3
推鵝想,3
東森買,9
我誤,3
推靠,3
圖求,3
幫修,3
簽名檔,9
推靜香,6
推買靜,3
推母湯,6
小夫,3
東森會,3
推根,3
扶,3
東森買長,3
靜香,27
真重,3
六樓,12
糟糕,6
靜香會,3
╰,3
ひ,6
╯,3
推小夫,3
樓主,9
喇,3
推文以,3
笨版,3
東森比,3
還害,3
推事,3
蹊蹺,3
推東森,6
好重,3
大半夜,6
刺激,3
發車,3
降子,3
樓神,3
推文誤,3
上個月,3
單筆,6
免運內,3
零食,6
火車,3
大笑,3
附送,3
車票,3
原讓,3
爽折,3
推防霾,3
不賴,3
年份,3
關鍵字,3
早起,3
晚點,6
蠻貴,6
變性,3
原湊,3
樓問,3
大神,3
備份,3
死谷,3
歌,3
貼給,3
看好,3
消耗品,3
推入,6
挑,3
兼顧,3
美觀,3
四包,6
買台,3
推文有,3
神秘,3
代碼,3
很會斷,3
容,3
推估,6
餵,3
谷歌,3
第一篇,3
文是,3
衝擊,3
哆,6
道具,6
王到,3
底,3
初代象,3
迷娘,3
敬香,3
原圖,3
震撼,3
指引,3
我點,6
推該,3
靜香要,3
買樓,3
維,3
文選,3
肚子,3
好痛,3
大太神,3
博客,36
每盒,9
皮卡丘,3
王道,3
只到,3
類別,3
難用,3
多裡,6
綁線,3
狂掉,3
這價,3
狂斷,6
版本,3
力道,3
多版,3
薄易,3
加購,3
弄斷,3
過推好,3
幾次,18
用品店,3
好幾年,6
片天,3
嫌棄,3
大大,12
臉有,3
天線,3
線斷,6
未用,3
挖,3
洞重,3
要換,9
換推買網,3
近幾年,3
改買,3
久久,3
多常斷,3
亂扯,3
問哪一牌,3
鵝子,9
多方,9
報文,9
串,9
昨晚,9
有件,9
原先,9
購個,3
算還,3
當業配,3
逆止閥,3
很醜,3
不見,36
戴台灣,3
正規,3
束帶,9
汽機,3
耳朵痛,3
純屬,3
推會痛,3
短程,3
戴還,3
忍耐,3
買耳掛,3
沒調,3
痛,21
拆賣,3
推像,3
立刻,6
一段路,3
目的地,3
廢,3
氣味,3
試著,3
打折,15
剛戴,3
順暢,3
可換,3
濾片,21
推極,3
黑款,3
頭巾,6
用算,3
綜合型,3
可折,3
塑條,3
新款,3
耳帶,9
勒到,3
臉頰,3
三件,15
折合,9
大團,3
六個,6
太殺,3
台南,3
對霧,3
感想,3
漏掉,3
進站,3
好多個,12
嘉義,3
重災區,3
帶著,3
有感,3
丟了,15
一兩次,12
粗線條,3
再給,3
啊啊啊,3
掛久會,3
躺,6
著時,3
床上,3
冬天,27
保暖,21
那裡,6
壓條,18
戴久,9
分鐘,6
車程,3
偏高,3
號會出,3
保濕,3
心痛,6
價款,3
推新,3
已斷,3
推謝,6
鬆緊帶,27
今年冬天,3
用時,3
氧化,3
失去,3
彈力,3
女生,3
會太大,3
越變,3
越細,3
快斷,3
白點,9
衣服,9
頭髮,3
換我,3
推同,3
半年,3
換推,6
某批,3
耳,15
掛帶,3
易劣化,3
換耳掛,3
